v_0
-0.00500062511723773
-0.005000625117253896
-0.005000625117239282
-0.005000625117222098
-0.00500062511722979
-0.005000625117208588
-0.005000625117208686
-0.005000625117210257
-0.005000625117211475
-0.005000625117237284
-0.005000625117208831
-0.0050006251172206514
-0.005000625117244096
-0.005000625117229259
-0.0050006251172142885
-0.005000625117220912
-0.005000625117222039
-0.005000625117210923
-0.005000625117209563
-0.0050006251172129215
-0.005000625117213095
-0.005000625117208238
-0.005000625117209445
-0.005000625117207863
-0.005000625117212998
-0.005000625117207634
-0.005000625117251613
-0.005000625117253486
-0.005000625117259926
-0.005000625117213539
-0.0050006251171971425
-0.005000625117210611
-0.005000625117208286
-0.005000625117250142
-0.005000625117209091
-0.005000625117209119
-0.00500062511722095
-0.0050006251171972604
-0.005000625117204248
-0.0050006251172418775
-0.0050006251172299565
-0.005000625117209195
-0.005000625117217099
-0.005000625117208508
-0.005000625117207329
-0.0050006251172128105
-0.005000625117229311
-0.005000625117243758
-0.005000625117239706
-0.005000625117196587
-0.005000625117214448
-0.005000625117211617
-0.005000625117208363
-0.005000625117229533
-0.005000625117243529
-0.005000625117209737
-0.0050006251172083765
-0.0050006251172098615
-0.005000625117213393
-0.0050006251172134975
-0.005000625117211062
-0.005000625117210326
-0.005000625117211069
-0.005000625117210125
-0.005000625117210861
-0.005000625117221449
-0.0050006251172072455
-0.005000625117209737
-0.005000625117207752
-0.005000625117207641
-0.00500062511722988
-0.005000625117208883
-0.005000625117208141
-0.0050006251172089455
-0.0050006251172254185
-0.005000625117233745
-0.005000625117210264
-0.005000625117209882
-0.00500062511720803
-0.005000625117207919
-0.0050006251172073635
-0.0050006251172083
-0.005000625117196372
-0.0050006251172076965
-0.005000625117228943
-0.005000625117208536
-0.005000625117208259
-0.005000625117211985
-0.0050006251171994184
-0.0050006251172077035
-0.0050006251172013405
-0.005000625117204727
-0.0050006251171977045
-0.005000625117203325
-0.005000625117207891
-0.005000625117196497
-0.005000625117212054
-0.0050006251171991895
-0.005000625117208196
-0.005000625117209639
-0.005000625117200105
-0.005000625117210722
-0.005000625117204213
-0.005000625117207239
-0.0050006251172088345
-0.0050006251172106525
-0.005000625117207905
-0.005000625117210639
-0.005000625117210181
-0.005000625117208807
-0.005000625117211235
-0.005000625117196955
-0.005000625117208071
-0.005000625117204283
-0.005000625117196844
-0.005000625117204539
-0.005000625117199509
-0.005000625117209619
-0.005000625117210687
-0.005000625117210562
-0.005000625117208751
-0.00500062511721025
-0.005000625117210257
-0.005000625117210014
-0.005000625117204782
-0.005000625117200057
-0.005000625117208252
-0.005000625117210389
-0.005000625117208592
-0.005000625117210806
-0.005000625117210543
-0.005000625117211213
-0.005000625117209348
-0.0050006251172105875
-0.005000625117208539
-0.005000625117209119
-0.00500062511720404
-0.005000625117196881
-0.0050006251172114765
-0.005000625117209618
-0.005000625117204762
-0.005000625117199924
-0.005000625117207838
-0.005000625117196681
-0.005000625117236597
-0.005000625117229315
-0.005000625117229443
-0.005000625117218011
-0.005000625117254705
-0.005000625117197806
-0.005000625117204795
-0.005000625117199657
-0.0050006251172240185
-0.0050006251172317155
-0.005000625117207295
-0.005000625117210189
-0.0050006251172111625
-0.005000625117207774
-0.005000625117209454
-0.005000625117207783
-0.005000625117232412
-0.005000625117208208
-0.005000625117229223
-0.005000625117209441
-0.005000625117210971
-0.005000625117210818
-0.005000625117209963
-0.005000625117210048
-0.005000625117211871
-0.005000625117213582
-0.005000625117210179
-0.005000625117210139
-0.005000625117213259
-0.005000625117212467
-0.005000625117210734
-0.005000625117196632
-0.005000625117205074
-0.0050006251171987445
-0.005000625117210552
-0.005000625117210474
-0.005000625117209526
-0.005000625117210018
-0.005000625117210433
-0.005000625117209253
-0.005000625117209585
-0.005000625117199237
-0.00500062511720431
-0.005000625117198661
-0.005000625117214171
-0.005000625117196782
-0.005000625117209264
-0.005000625117210332
-0.005000625117209763
-0.00500062511720441
-0.005000625117205278
-0.005000625117197194
-0.005000625117209749
-0.005000625117209264
-0.005000625117204423
-0.0050006251172088735
-0.005000625117207893
-0.0050006251171986794
-0.005000625117210407
-0.005000625117208259
-0.005000625117210846
-0.005000625117207493
-0.005000625117207863
-0.0050006251172096585
-0.005000625117210486
-0.005000625117210391
-0.005000625117210734
-0.005000625117213198
-0.005000625117211828
-0.005000625117209957
-0.0050006251172097635
-0.00500062511721082
-0.005000625117211613
-0.005000625117211281
-0.005000625117209379
-0.005000625117205059
-0.0050006251172093775
-0.0050006251172101755
-0.00500062511721109
-0.005000625117207928
-0.005000625117209639
-0.0050006251172090505
-0.005000625117209954
-0.005000625117211291
-0.005000625117211864
-0.0050006251172111695
-0.005000625117209714
-0.00500062511719635
-0.005000625117203903
-0.005000625117209401
-0.00500062511720765
-0.005000625117198744
-0.005000625117214247
-0.0050006251171966646
-0.005000625117204565
-0.005000625117207343
-0.005000625117211915
-0.0050006251172097435
-0.005000625117209912
-0.005000625117211025
-0.005000625117207819
-0.005000625117209361
-0.0050006251171982735
-0.0050006251171975016
-0.005000625117214059
-0.005000625117209964
-0.0050006251172298125
-0.005000625117209017
-0.005000625117209237
-0.005000625117196879
-0.005000625117210783
-0.005000625117213
-0.00500062511721069
-0.005000625117209666
-0.005000625117209987
-0.005000625117210543
-0.005000625117212983
-0.0050006251171974886
-0.005000625117207226
-0.005000625117209689
-0.005000625117205389
-0.005000625117210535
-0.005000625117209923
-0.005000625117210617
-0.005000625117229332
-0.005000625117207799
-0.005000625117208566
-0.005000625117196793
-0.00500062511720772
-0.005000625117197194
-0.005000625117209631
-0.005000625117247873
-0.005000625117209212
-0.00500062511725993
-0.005000625117216889
-0.005000625117216962
-0.005000625117208182
-0.005000625117259959
-0.0050006251172215015
-0.005000625117221082
-0.005000625117218651
